City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,quatre cocos,-20.2078,57.7625,295.21,73,27,8.95,MU,1688434178
291,saint george,37.1041,-113.5841,315.48,9,0,10.29,US,1688434117
292,samarkand,39.6542,66.9597,294.83,49,0,1.03,UZ,1688434179
293,nemuro,43.3236,145.575,284.65,98,100,5.89,JP,1688434179
294,poya,-21.35,165.15,296.96,52,94,1.58,NC,1688434180
295,merauke,-8.4667,140.3333,301.38,75,100,4.28,ID,1688434181
296,gaoua,10.2992,-3.2508,297.26,86,29,1.83,BF,1688434181
297,puerto escondido,15.85,-97.0667,301.19,80,86,0.36,MX,1688434182
298,opuwo,-18.0607,13.84,289.26,26,0,2.82,NA,1688434183
299,haines junction,60.7522,-137.5108,291.12,39,100,5.66,CA,1688434183
300,kodinsk,58.6881,99.1844,294.27,54,100,2.86,RU,1688434184
301,bay roberts,47.5999,-53.2648,293.01,96,100,3.36,CA,1688434184
302,barrhead,55.7992,-4.3929,285.89,88,75,5.66,GB,1688434185
303,krasnodon,48.2923,39.7373,292.75,64,3,0.99,UA,1688434186
304,abnub,27.2696,31.1511,301.27,21,0,2.07,EG,1688434186
305,waddan,29.1614,16.139,300.51,41,0,2.97,LY,1688434187
306,omsukchan,62.5333,155.8,301.65,37,65,3.82,RU,1688434187
307,jaslo,49.7451,21.4725,291.03,73,100,1.61,PL,1688434188
308,laramie,41.3114,-105.5911,295.68,30,20,0.0,US,1688434188
309,ambilobe,-13.2,49.05,291.33,68,0,2.63,MG,1688434189
310,khani,41.9563,42.9566,286.91,79,0,2.41,GE,1688434190
311,qasigiannguit,68.8193,-51.1922,282.29,96,100,1.43,GL,1688434190
312,lata,40.1629,-8.3327,290.82,89,100,2.3,PT,1688434191
313,ha tinh,18.3333,105.9,301.75,70,100,3.52,VN,1688434191
314,yuzhno-sukhokumsk,44.6581,45.6436,295.53,65,0,1.99,RU,1688434192
315,ayagoz,47.9714,80.4392,296.34,34,100,2.33,KZ,1688434193
316,primorsk,46.7348,36.3443,293.0,56,1,2.23,UA,1688434194
317,gobabis,-22.45,18.9667,283.42,36,0,4.92,NA,1688434194
318,sur,22.5667,59.5289,301.88,72,100,1.41,OM,1688434195
319,dahra,36.2546,0.8519,298.81,41,0,0.62,DZ,1688434195
320,berdigestyakh,62.0989,126.6992,295.63,59,100,3.13,RU,1688434196
321,kavaratti,10.5669,72.642,301.52,78,100,13.89,IN,1688434196
322,bilibino,68.0546,166.4372,284.8,91,100,1.57,RU,1688434197
323,corsicana,32.0954,-96.4689,305.16,51,0,2.57,US,1688434197
324,talca,-35.4333,-71.6667,284.23,89,100,0.98,CL,1688434198
325,san francisco de becerra,14.6333,-86.1,300.04,96,100,1.39,HN,1688434199
326,caravelas,-17.7125,-39.2481,295.34,55,84,5.41,BR,1688434199
327,mastic beach,40.7668,-72.8521,299.25,91,0,4.02,US,1688434200
328,labuan,5.2767,115.2417,299.35,83,20,1.03,MY,1688434202
329,gold coast,-28.0,153.4333,293.28,93,100,4.63,AU,1688434203
330,vardo,70.3705,31.1107,281.14,100,100,3.09,NO,1688434204
331,zaraza,9.3503,-65.3245,297.67,89,66,2.49,VE,1688434206
332,quattro castella,44.635,10.4743,292.78,76,7,0.91,IT,1688434206
333,nakhon phanom,17.3333,104.4167,296.97,95,100,2.58,TH,1688434207
334,buchanan,5.8808,-10.0467,297.54,85,86,1.34,LR,1688434209
335,kununurra,-15.7667,128.7333,293.14,60,75,3.6,AU,1688434210
336,taoudenni,22.6783,-3.9836,312.43,11,0,5.03,ML,1688434211
337,pimentel,-6.8367,-79.9342,297.31,78,0,5.66,PE,1688434212
338,malindi,-3.2175,40.1191,296.75,82,46,7.6,KE,1688434212
339,grand gaube,-20.0064,57.6608,295.37,69,33,2.68,MU,1688434213
340,sechura,-5.5569,-80.8222,296.59,71,15,7.41,PE,1688434214
341,sakakah,29.9697,40.2064,301.91,17,0,3.72,SA,1688434215
342,albanel,48.8832,-72.4487,295.14,88,64,0.51,CA,1688434216
343,qaqortoq,60.7167,-46.0333,279.14,90,100,3.57,GL,1688434217
344,sao filipe,14.8961,-24.4956,298.05,78,100,3.33,CV,1688434218
345,qinzhou,21.95,108.6167,304.48,64,59,7.86,CN,1688434218
346,westport,41.1415,-73.3579,299.83,84,20,3.6,US,1688434039
347,beyneu,45.3167,55.2,297.97,50,0,3.39,KZ,1688434220
348,santa maria da vitoria,-13.3947,-44.1886,293.53,42,1,1.14,BR,1688434221
349,owando,-0.4819,15.8999,297.56,67,77,1.35,CG,1688434221
350,guapore,-28.8456,-51.8903,285.82,95,6,1.02,BR,1688434222
351,teguldet,57.3064,88.1667,292.8,55,27,1.61,RU,1688434223
352,tutoia,-2.7619,-42.2744,299.24,87,1,4.37,BR,1688434224
353,cerrito,6.8432,-72.694,284.21,92,41,3.2,CO,1688434224
354,marzuq,14.4,46.4667,298.3,71,62,3.3,YE,1688434225
355,lodja,-3.4833,23.4333,293.6,60,4,0.54,CD,1688434226
356,hami,42.8,93.45,301.86,11,0,3.24,CN,1688434215
357,praxedis guerrero,31.3667,-106.0167,304.85,35,30,10.71,MX,1688434227
358,peski,55.2163,38.7626,285.79,81,2,2.77,RU,1688434228
359,noumea,-22.2763,166.4572,296.14,99,100,5.64,NC,1688434228
360,puerto carreno,6.189,-67.4859,298.62,87,100,1.51,CO,1688434229
361,pahasu,28.1833,78.05,305.83,58,7,3.1,IN,1688434230
362,pangnirtung,66.1451,-65.7125,277.27,83,84,2.63,CA,1688434230
363,kijang,35.2442,129.2139,301.0,93,100,1.93,KR,1688434231
364,yokadouma,3.5167,15.05,293.35,98,16,0.89,CM,1688434232
365,victoria,22.2855,114.1577,304.44,83,14,4.02,HK,1688434133
366,tiassale,5.8983,-4.8283,295.74,99,91,0.99,CI,1688434233
367,kulhudhuffushi,6.6221,73.07,301.0,80,100,10.02,MV,1688434235
368,kontagora,10.3999,5.4695,295.92,94,97,2.18,NG,1688434235
369,gemena,3.25,19.7667,294.11,99,100,0.42,CD,1688434236
370,iquitos,-3.7481,-73.2472,297.17,83,0,0.0,PE,1688434237
371,boyolangu,-8.1181,111.8935,299.6,79,55,2.55,ID,1688434237
372,tual,-5.6667,132.75,300.1,82,95,7.11,ID,1688434238
373,beringovskiy,63.05,179.3167,281.03,82,34,2.25,RU,1688434239
374,miraflores,19.2167,-98.8083,293.72,79,95,1.78,MX,1688434239
375,arraial do cabo,-22.9661,-42.0278,289.13,94,75,1.54,BR,1688434240
376,alta floresta,-9.8756,-56.0861,294.22,48,1,1.76,BR,1688434240
377,terrace,54.5163,-128.6035,301.1,29,20,2.57,CA,1688433987
378,mount isa,-20.7333,139.5,288.02,67,1,2.06,AU,1688434242
379,bukama,-9.2,25.85,291.38,50,0,1.27,CD,1688434242
380,leshukonskoye,64.8989,45.7622,286.86,93,100,5.11,RU,1688434243
381,innisfail,-17.5333,146.0333,298.53,85,37,1.69,AU,1688434243
382,karratha,-20.7377,116.8463,293.57,38,1,2.41,AU,1688434244
383,souillac,-20.5167,57.5167,295.36,73,75,6.17,MU,1688434245
384,hutchinson,38.0608,-97.9298,304.12,53,0,3.09,US,1688434207
385,barra patuca,15.8,-84.2833,300.03,88,100,5.24,HN,1688434246
386,laguna,38.421,-121.4238,310.67,28,0,6.17,US,1688434246
387,ananindeua,-1.3656,-48.3722,299.1,94,75,0.0,BR,1688434247
388,ossora,59.2353,163.0719,286.34,80,99,6.42,RU,1688434248
389,san-pedro,4.7485,-6.6363,297.68,86,97,1.87,CI,1688434249
390,katsuura,35.1333,140.3,298.0,78,98,6.3,JP,1688434249
391,pingliang,35.5392,106.6861,298.55,26,0,1.9,CN,1688434250
392,roswell,34.0232,-84.3616,300.35,90,75,2.57,US,1688433969
393,henties bay,-22.116,14.2845,290.72,49,0,1.0,NA,1688434251
394,dudinka,69.4058,86.1778,291.83,46,94,2.77,RU,1688434251
395,antsohihy,-14.8796,47.9875,293.58,63,32,3.13,MG,1688434252
396,surt,31.2089,16.5887,296.58,82,0,1.56,LY,1688434252
397,los llanos de aridane,28.6585,-17.9182,293.22,94,61,4.37,ES,1688434253
398,talaya,61.3833,152.75,305.43,32,67,5.11,RU,1688434254
399,iqaluit,63.7506,-68.5145,279.0,86,75,1.03,CA,1688434212
400,nioki,-2.7167,17.6833,295.22,38,0,1.0,CD,1688434255
401,ekhabi,53.5102,142.9671,289.54,63,17,2.76,RU,1688434256
402,pangody,65.85,74.4859,297.3,63,76,6.2,RU,1688434256
403,garowe,8.4054,48.4845,296.91,62,99,11.02,SO,1688434257
404,shingu,33.7333,135.9833,301.32,67,100,2.46,JP,1688434258
405,lermontovka,47.1453,134.3383,302.31,39,6,0.29,RU,1688434258
406,tessalit,20.1986,1.0114,308.29,21,36,4.06,ML,1688434259
407,pacific grove,36.6177,-121.9166,294.38,82,75,4.63,US,1688434260
408,sterling,39.0062,-77.4286,300.7,83,75,4.63,US,1688434027
409,palmas,-10.2128,-48.3603,295.08,68,0,1.54,BR,1688434260
410,fare,-16.7,-151.0167,299.83,81,100,8.36,PF,1688434262
411,belen,36.4891,36.2233,294.23,78,0,7.2,TR,1688434263
412,the pas,53.8251,-101.2541,289.16,88,75,4.12,CA,1688434264
413,dingle,10.9995,122.6711,302.88,73,95,3.18,PH,1688434265
414,great yarmouth,52.6083,1.7305,284.29,77,100,7.2,GB,1688434117
415,the valley,18.217,-63.0578,302.49,84,60,10.2,AI,1688434266
416,iseyin,7.9667,3.6,295.2,99,100,1.65,NG,1688434267
417,alto longa,-5.2511,-42.2103,300.6,45,52,0.59,BR,1688434267
418,san pedro,14.35,121.0167,304.72,73,40,3.09,PH,1688434268
419,grindavik,63.8424,-22.4338,285.12,71,0,9.77,IS,1688434269
420,rincon,32.296,-81.2354,302.13,58,75,2.57,US,1688434024
421,yar-sale,66.8333,70.8333,294.54,73,86,3.54,RU,1688434270
422,brae,60.3964,-1.353,283.81,76,100,5.2,GB,1688434270
423,ponta delgada,37.7333,-25.6667,292.55,77,40,2.57,PT,1688434027
424,kruisfontein,-34.0033,24.7314,283.58,78,100,2.9,ZA,1688434272
425,minsk,53.9,27.5667,286.01,88,54,3.66,BY,1688434272
426,pamanukan,-6.2842,107.8106,301.75,65,19,1.16,ID,1688434273
427,abaza,52.655,90.0928,290.19,63,5,1.55,RU,1688434274
428,undory,54.6085,48.3928,288.73,90,48,3.25,RU,1688434274
429,gillette,44.2911,-105.5022,295.94,71,0,6.69,US,1688434275
430,aswan,24.0934,32.907,303.76,21,0,0.0,EG,1688434275
431,banda aceh,5.5577,95.3222,299.87,76,100,2.23,ID,1688433993
432,marakkanam,12.2,79.95,300.98,73,100,5.44,IN,1688434277
433,iquique,-20.2208,-70.1431,292.17,76,20,1.54,CL,1688434016
434,solnechnyy,50.7214,136.6319,298.96,39,79,3.07,RU,1688434278
435,mugla,37.2303,28.3557,291.19,81,0,1.51,TR,1688434278
436,mareeba,-17.0,145.4333,296.73,96,51,2.84,AU,1688434279
437,krasnyy chikoy,50.3643,108.7512,286.26,99,100,2.0,RU,1688434279
438,seymchan,62.8833,152.4333,295.2,59,60,9.89,RU,1688434280
439,stow,41.1595,-81.4404,296.52,91,75,0.0,US,1688434280
440,bathsheba,13.2167,-59.5167,300.49,94,40,7.2,BB,1688434281
441,goure,13.9835,10.2704,306.36,29,95,3.68,NE,1688434282
442,vestmannaeyjar,63.4427,-20.2734,283.38,73,11,6.36,IS,1688434282
443,isangel,-19.55,169.2667,296.77,60,62,5.81,VU,1688434283
444,basco,20.4487,121.9702,302.46,82,17,6.89,PH,1688434283
445,faxinal,-24.0003,-51.3194,285.66,85,4,1.9,BR,1688434284
446,mon,26.75,95.1,298.34,94,100,0.85,IN,1688434284
447,pemba,-12.974,40.5178,296.08,73,2,4.52,MZ,1688434286
448,kerema,-7.9631,145.7785,301.81,74,98,2.75,PG,1688434286
449,saint-raymond,45.467,-73.6095,298.18,75,100,2.06,CA,1688434287
450,kabare,-2.4683,28.8242,287.12,87,39,0.32,CD,1688434288
451,komsomolskiy,40.4272,71.7189,299.55,34,6,1.03,UZ,1688434289
452,verkhnyaya inta,65.9811,60.3094,292.7,74,0,3.23,RU,1688434289
453,vostok,46.4856,135.8833,297.33,44,9,2.19,RU,1688434290
454,hasaki,35.7333,140.8333,302.2,83,96,8.57,JP,1688434291
455,padang,-0.9492,100.3543,299.18,79,8,1.06,ID,1688434291
456,natal,-5.795,-35.2094,298.27,88,20,5.14,BR,1688434086
457,san rafael,-34.6177,-68.3301,286.49,78,2,0.72,AR,1688434002
458,san jose,37.3394,-121.895,303.27,51,0,5.66,US,1688434293
459,xingtai,37.0631,114.4942,303.63,47,36,2.49,CN,1688434293
460,santiago,-33.4569,-70.6483,288.34,60,100,1.03,CL,1688434151
461,namatanai,-3.6667,152.4333,301.15,79,100,5.44,PG,1688434294
462,tarko-sale,64.9225,77.785,295.37,63,21,7.07,RU,1688434295
463,borogontsy,62.6683,131.1683,299.58,38,85,4.51,RU,1688434295
464,rio gallegos,-51.6226,-69.2181,274.18,86,0,3.6,AR,1688434291
465,ambulu,-8.345,113.6058,300.3,75,72,0.84,ID,1688434297
466,cabedelo,-6.9811,-34.8339,297.52,87,100,7.44,BR,1688434297
467,lodwar,3.1191,35.5973,297.55,62,66,6.55,KE,1688434298
468,cuamba,-14.8031,36.5372,290.32,69,73,1.0,MZ,1688434298
469,maceio,-9.6658,-35.7353,295.84,94,75,1.03,BR,1688434223
470,payyannur,12.1,75.2,298.18,95,100,6.77,IN,1688434299
471,jambi,-1.6,103.6167,300.23,81,97,1.44,ID,1688434300
472,reshetylivka,49.565,34.0782,290.52,92,52,1.05,UA,1688434300
473,omutninsk,58.67,52.1932,290.31,79,33,1.16,RU,1688434301
474,neiafu,-18.65,-173.9833,299.53,65,40,3.6,TO,1688434301
475,vao,-22.6667,167.4833,293.66,64,100,5.77,NC,1688434302
476,asosa,10.0667,34.5333,288.64,95,100,1.53,ET,1688434303
477,petropavlovsk-kamchatskiy,53.0452,158.6483,294.48,64,20,4.0,RU,1688434303
478,san felipe,10.3399,-68.7425,295.87,98,73,0.76,VE,1688434304
479,de-kastri,51.4667,140.7833,292.54,65,25,2.58,RU,1688434304
480,afogados da ingazeira,-7.7508,-37.6392,292.46,89,20,2.49,BR,1688434305
481,sinnamary,5.3833,-52.95,298.85,89,100,4.26,GF,1688434305
482,octeville,49.6261,-1.6435,287.42,94,0,4.63,FR,1688434306
483,igrim,63.1906,64.4162,295.71,65,6,3.25,RU,1688434306
484,liwale,-9.7667,37.9333,288.53,91,46,1.86,TZ,1688434307
485,nantucket,41.2835,-70.0995,295.18,99,100,2.06,US,1688434149
486,yangjiang,21.85,111.9667,303.11,72,31,4.18,CN,1688434308
487,benjamin constant,-4.3831,-70.0311,298.22,94,40,1.03,BR,1688434309
488,pietarsaari,63.65,22.6833,284.82,99,100,3.31,FI,1688434310
489,letterkenny,54.95,-7.7333,283.7,92,76,3.79,IE,1688434310
490,vila franca do campo,37.7167,-25.4333,292.38,79,100,2.27,PT,1688434311
491,narrabri,-30.3167,149.7833,286.77,95,100,0.89,AU,1688434311
492,koslan,63.4564,48.8989,286.91,94,30,3.95,RU,1688434312
493,epinay-sous-senart,48.6897,2.5119,290.23,69,0,2.57,FR,1688434313
494,agirish,61.9247,63.0231,294.52,65,100,1.78,RU,1688434313
495,inuvik,68.3499,-133.7218,303.63,28,20,3.09,CA,1688434211
496,bud,39.447,-86.1758,299.12,77,26,1.41,US,1688434314
497,naze,28.3667,129.4833,301.66,83,100,6.9,JP,1688434315
498,novato,38.1074,-122.5697,297.93,55,0,5.66,US,1688434301
499,kieta,-6.2167,155.6333,302.5,73,29,4.47,PG,1688434317
500,nabire,-3.3667,135.4833,302.51,70,100,1.84,ID,1688434317
501,kudahuvadhoo,2.6708,72.8944,300.13,79,99,4.99,MV,1688434318
502,guadalupe victoria,32.2869,-115.105,314.19,14,0,5.07,MX,1688434318
503,champerico,14.3,-91.9167,300.7,78,92,2.34,GT,1688434319
504,parabel,58.6978,81.4825,293.05,60,52,2.16,RU,1688434320
505,anloga,5.7947,0.8973,297.86,90,100,4.36,GH,1688434320
506,rio grande city,26.3798,-98.8203,305.99,47,39,9.77,US,1688434321
507,gwadar,25.1216,62.3254,301.22,82,76,2.36,PK,1688434323
508,kutum,14.2,24.6667,297.98,50,64,3.4,SD,1688434324
509,byron bay,-28.65,153.6167,288.54,88,99,4.19,AU,1688434198
510,menongue,-14.6585,17.691,281.91,55,0,1.79,AO,1688434325
511,palmer,42.1584,-72.3287,297.17,80,75,0.0,US,1688434326
512,jining,35.405,116.5814,297.52,90,100,4.49,CN,1688434327
513,erzin,36.9559,36.2,296.53,88,92,0.26,TR,1688434327
514,alibag,18.6411,72.8792,299.19,82,65,1.74,IN,1688434328
515,sambava,-14.2667,50.1667,295.47,70,11,6.26,MG,1688434328
516,saint-georges,12.0564,-61.7485,300.97,89,75,7.72,GD,1688434329
517,orichi,58.4036,49.0572,288.49,85,6,1.85,RU,1688434330
518,belgrade,44.804,20.4651,292.27,85,0,0.51,RS,1688434052
519,shu,43.5983,73.7614,299.89,26,4,3.28,KZ,1688434331
520,plettenberg bay,-34.0527,23.3716,286.07,73,100,2.78,ZA,1688434332
521,warrington,53.3925,-2.5802,285.62,82,0,5.66,GB,1688434333
522,union city,37.5958,-122.0192,306.36,55,0,7.2,US,1688434046
523,kuusamo,65.9667,29.1833,282.17,93,100,2.57,FI,1688434334
524,aranjuez,40.0311,-3.6025,299.32,28,17,3.76,ES,1688434334
525,at-bashi,41.1702,75.8106,290.03,45,100,0.56,KG,1688434335
526,wageningen,51.9667,5.6667,287.1,91,75,4.63,NL,1688434335
527,raudeberg,61.9875,5.1352,285.52,74,98,4.87,NO,1688434336
528,wairoa,-39.0333,177.3667,290.12,59,2,4.02,NZ,1688434337
529,port hedland,-20.3167,118.5667,293.18,52,0,2.06,AU,1688434337
530,saint anthony,45.0205,-93.218,302.69,66,0,6.17,US,1688434338
531,port macquarie,-31.4333,152.9167,288.65,91,100,4.24,AU,1688434339
532,januaria,-15.4833,-44.3667,292.31,43,4,0.35,BR,1688434339
533,sangueya,10.7,-14.3667,297.85,94,100,1.2,GN,1688434340
534,najran,17.4924,44.1277,300.51,40,63,1.54,SA,1688434341
535,san vicente,-26.6167,-54.1333,285.91,88,2,1.11,AR,1688434342
536,sioux lookout,50.1001,-91.917,297.19,35,75,2.57,CA,1688434343
537,seoul,37.5683,126.9778,302.81,77,75,3.09,KR,1688434046
538,kitimat,54.0524,-128.6534,301.36,41,2,2.68,CA,1688434345
539,flin flon,54.7682,-101.865,282.38,93,100,5.79,CA,1688434345
540,ati,13.2154,18.3353,302.96,53,14,3.59,TD,1688434347
541,bristol,41.8334,-71.1662,297.71,88,0,2.57,US,1688434347
542,dondo,-19.6094,34.7431,293.06,77,87,0.95,MZ,1688434348
543,khuzhir,53.1939,107.3397,282.79,99,100,1.71,RU,1688434348
544,shagamu,6.8432,3.6478,296.62,97,100,0.67,NG,1688434349
545,qandala,11.472,49.8728,304.44,51,48,4.77,SO,1688434350
546,te anau,-45.4167,167.7167,281.7,82,88,2.71,NZ,1688434350
547,benalla,-36.55,145.9833,283.87,94,100,2.81,AU,1688434351
548,itaqui,-29.1253,-56.5531,291.51,81,5,3.85,BR,1688434351
549,mondlo,-27.983,30.7177,281.31,35,0,2.88,ZA,1688434352
550,deputatskiy,69.3,139.9,280.75,55,96,1.7,RU,1688434352
551,sao geraldo do araguaia,-6.4006,-48.555,296.69,60,0,0.74,BR,1688434353
552,sorong,-0.8833,131.25,297.66,93,100,3.16,ID,1688434252
553,tallahassee,30.4383,-84.2807,302.26,90,20,0.0,US,1688434283
554,kloulklubed,7.0419,134.2556,302.43,76,22,2.03,PW,1688434356
555,bagdarin,54.4333,113.6,289.97,91,100,2.9,RU,1688434357
556,antofagasta,-23.65,-70.4,289.75,80,3,2.13,CL,1688434357
557,tsabong,-26.0217,22.401,284.1,45,0,4.84,BW,1688434358
558,winnemucca,40.973,-117.7357,308.18,9,0,8.75,US,1688434309
559,la libertad,-2.2333,-80.9,297.96,79,95,3.75,EC,1688434359
560,loiza,18.4313,-65.8802,302.15,90,75,5.66,PR,1688434359
561,goderich,43.7501,-81.7165,294.21,88,0,2.06,CA,1688434360
562,acarau,-2.8856,-40.12,298.94,87,8,4.65,BR,1688434360
563,yichang,30.7144,111.2847,298.06,95,100,1.34,CN,1688434138
564,bongandanga,1.5,21.05,295.39,92,86,0.49,CD,1688434361
565,dawlatabad,36.4141,64.9053,300.25,22,0,3.68,AF,1688434362
566,laje,-10.1833,-40.9667,294.93,63,100,5.5,BR,1688434362
567,carbonia,39.1672,8.5222,293.68,92,4,2.62,IT,1688434363
568,plattsburgh,44.6995,-73.4529,296.16,88,0,0.0,US,1688434122
569,honningsvag,70.9821,25.9704,281.01,100,100,6.17,NO,1688434364
570,saint-augustin,51.226,-58.6502,285.36,99,100,2.01,CA,1688434366
571,ulaangom,49.9811,92.0667,290.82,43,10,2.46,MN,1688434366
572,amet,25.3,73.9333,300.83,75,100,4.5,IN,1688434367
573,dharmadam,11.7833,75.4333,298.46,95,100,7.52,IN,1688434368
574,chanika,-5.4167,38.0167,287.69,98,70,1.45,TZ,1688434368
575,suez,29.9737,32.5263,298.33,47,0,3.46,EG,1688434369
576,bluefields,12.0137,-83.7635,297.06,94,100,1.14,NI,1688434369
577,imbituba,-28.24,-48.6703,291.96,93,22,4.61,BR,1688434370
578,husavik,66.0449,-17.3389,278.37,86,100,6.65,IS,1688434370
